graph_id,graph_seed,n,mean_degree,max_degree,alpha,pfail,budget_ref,scaled_budget,seed_index,env_seed,policy,n_failed_at_start,pr_post_cascade,feasibility_ratio,final_pr,n_active_final,solved,spread_vs_random,instance_label
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,3,202605003,degree,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,3,202605003,random,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,4,202605004,betweenness,33,0.0,6.6,0.15610651974288337,14,False,0.155188246097337,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,4,202605004,degree,33,0.0,6.6,0.13314967860422405,13,False,0.1322314049586777,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,4,202605004,random,33,0.0,6.6,0.0009182736455463729,1,False,0.0,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,5,202605005,betweenness,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,5,202605005,degree,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,5,202605005,random,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,6,202605006,betweenness,33,0.0,6.6,0.0,0,False,-0.0036730945821854917,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,6,202605006,degree,33,0.0,6.6,0.0,0,False,-0.0036730945821854917,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,6,202605006,random,33,0.0,6.6,0.0036730945821854917,2,False,0.0,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,7,202605007,betweenness,0,1.0,0.0,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,7,202605007,degree,0,1.0,0.0,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,7,202605007,random,0,1.0,0.0,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,8,202605008,betweenness,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,8,202605008,degree,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,8,202605008,random,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,9,202605009,betweenness,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,9,202605009,degree,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,9,202605009,random,33,0.0,6.6,1.0,33,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,0,202606000,betweenness,37,0.0,7.4,0.16435354273192113,15,False,0.16362308254200147,hopeless
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,0,202606000,degree,37,0.0,7.4,0.16435354273192113,15,False,0.16362308254200147,hopeless
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,0,202606000,random,37,0.0,7.4,0.0007304601899196495,1,False,0.0,hopeless
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,1,202606001,betweenness,0,1.0,0.0,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,1,1,1,202606001,degree,0,1.0,0.0,1.0,37,True,0.0,trivial
